El Numero de plantas es: 33, El numero de animales es: 34, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 30, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 30, El numero de animales es: 33, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 30, El numero de animales es: 33, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 38, El numero de animales es: 23, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 29, El numero de animales es: 31, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 33, El numero de animales es: 36, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 33, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 31, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 30, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 26, El numero de animales es: 38, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 26, El numero de animales es: 38, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 26, El numero de animales es: 38, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 36, El numero de animales es: 32, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 32, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 32, El numero de animales es: 40, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 41, El numero de animales es: 31, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 28, El numero de animales es: 24, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 30, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 0, El numero de animales es: 0, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
El Numero de plantas es: 35, El numero de animales es: 35, El numero de nacimientos es: 0 y El numero de muertos es: 0
